Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","578","Norway","5610","Import Quantity","01344.02","Cherries","2022","2022","t","1391.63","A","Official figure",""
"TCL","Crops and livestock products","512","Oman","5610","Import Quantity","01344.02","Cherries","2022","2022","t","134.27","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","512","Oman","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","4.89","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","512","Oman","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","1.2","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","586","Pakistan","5910","Export Quantity","01344.02","Cherries","2022","2022","t","9.28","A","Official figure",""
"TCL","Crops and livestock products","591","Panama","5610","Import Quantity","01344.02","Cherries","2022","2022","t","77.99","A","Official figure",""
"TCL","Crops and livestock products","591","Panama","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","14.31","A","Official figure",""
"TCL","Crops and livestock products","598","Papua New Guinea","5610","Import Quantity","01344.02","Cherries","2022","2022","t","0.91","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","600","Paraguay","5610","Import Quantity","01344.02","Cherries","2022","2022","t","0.33","A","Official figure",""
"TCL","Crops and livestock products","600","Paraguay","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","5.25","A","Official figure",""
"TCL","Crops and livestock products","604","Peru","5610","Import Quantity","01344.02","Cherries","2022","2022","t","361.53","A","Official figure",""
"TCL","Crops and livestock products","604","Peru","5910","Export Quantity","01344.02","Cherries","2022","2022","t","0.01","A","Official figure",""
"TCL","Crops and livestock products","608","Philippines","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","0","A","Official figure",""
"TCL","Crops and livestock products","616","Poland","5610","Import Quantity","01344.02","Cherries","2022","2022","t","4729.76","A","Official figure",""
"TCL","Crops and livestock products","616","Poland","5910","Export Quantity","01344.02","Cherries","2022","2022","t","1680.56","A","Official figure",""
"TCL","Crops and livestock products","616","Poland","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","653.24","A","Official figure",""
"TCL","Crops and livestock products","616","Poland","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","4387.28","A","Official figure",""
"TCL","Crops and livestock products","620","Portugal","5610","Import Quantity","01344.02","Cherries","2022","2022","t","3317.57","A","Official figure",""
"TCL","Crops and livestock products","620","Portugal","5910","Export Quantity","01344.02","Cherries","2022","2022","t","854.44","A","Official figure",""
"TCL","Crops and livestock products","620","Portugal","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","261.58","A","Official figure",""
"TCL","Crops and livestock products","620","Portugal","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","2.44","A","Official figure",""
"TCL","Crops and livestock products","634","Qatar","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","381.32","A","Official figure",""
"TCL","Crops and livestock products","410","Republic of Korea","5610","Import Quantity","01344.02","Cherries","2022","2022","t","11505.27","A","Official figure",""
"TCL","Crops and livestock products","410","Republic of Korea","5910","Export Quantity","01344.02","Cherries","2022","2022","t","0.18","A","Official figure",""
"TCL","Crops and livestock products","410","Republic of Korea","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","0.34","A","Official figure",""
"TCL","Crops and livestock products","498","Republic of Moldova","5610","Import Quantity","01344.02","Cherries","2022","2022","t","6.72","A","Official figure",""
"TCL","Crops and livestock products","498","Republic of Moldova","5910","Export Quantity","01344.02","Cherries","2022","2022","t","10830.36","A","Official figure",""
"TCL","Crops and livestock products","642","Romania","5610","Import Quantity","01344.02","Cherries","2022","2022","t","4306.17","A","Official figure",""
"TCL","Crops and livestock products","642","Romania","5910","Export Quantity","01344.02","Cherries","2022","2022","t","373.6","A","Official figure",""
"TCL","Crops and livestock products","642","Romania","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","2394.38","A","Official figure",""
"TCL","Crops and livestock products","642","Romania","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","5.35","A","Official figure",""
"TCL","Crops and livestock products","643","Russian Federation","5610","Import Quantity","01344.02","Cherries","2022","2022","t","84675.28","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","643","Russian Federation","5910","Export Quantity","01344.02","Cherries","2022","2022","t","74.41","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","643","Russian Federation","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","3856.69","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","643","Russian Federation","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","40.75","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","646","Rwanda","5610","Import Quantity","01344.02","Cherries","2022","2022","t","0.16","A","Official figure",""
"TCL","Crops and livestock products","646","Rwanda","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","0.2","A","Official figure",""
"TCL","Crops and livestock products","882","Samoa","5610","Import Quantity","01344.02","Cherries","2022","2022","t","0.01","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","678","Sao Tome and Principe","5610","Import Quantity","01344.02","Cherries","2022","2022","t","0.05","A","Official figure",""
"TCL","Crops and livestock products","682","Saudi Arabia","5610","Import Quantity","01344.02","Cherries","2022","2022","t","4751","A","Official figure",""
"TCL","Crops and livestock products","682","Saudi Arabia","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","2.2","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","686","Senegal","5610","Import Quantity","01344.02","Cherries","2022","2022","t","8.33","A","Official figure",""
"TCL","Crops and livestock products","686","Senegal","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","0.57","A","Official figure",""
"TCL","Crops and livestock products","688","Serbia","5610","Import Quantity","01344.02","Cherries","2022","2022","t","161.95","A","Official figure",""
"TCL","Crops and livestock products","688","Serbia","5910","Export Quantity","01344.02","Cherries","2022","2022","t","4687.45","A","Official figure",""
"TCL","Crops and livestock products","688","Serbia","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","46.26","A","Official figure",""
"TCL","Crops and livestock products","688","Serbia","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","9581.98","A","Official figure",""
"TCL","Crops and livestock products","690","Seychelles","5610","Import Quantity","01344.02","Cherries","2022","2022","t","1.78","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","690","Seychelles","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","0.63","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","694","Sierra Leone","5610","Import Quantity","01344.02","Cherries","2022","2022","t","0.44","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","702","Singapore","5610","Import Quantity","01344.02","Cherries","2022","2022","t","1272.1","A","Official figure",""
"TCL","Crops and livestock products","702","Singapore","5910","Export Quantity","01344.02","Cherries","2022","2022","t","53.31","I","Imputed value",""
"TCL","Crops and livestock products","702","Singapore","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","473.04","A","Official figure",""
"TCL","Crops and livestock products","702","Singapore","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","22.72","A","Official figure",""
"TCL","Crops and livestock products","703","Slovakia","5610","Import Quantity","01344.02","Cherries","2022","2022","t","630.46","A","Official figure",""
"TCL","Crops and livestock products","703","Slovakia","5910","Export Quantity","01344.02","Cherries","2022","2022","t","33.7","A","Official figure",""
"TCL","Crops and livestock products","703","Slovakia","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","457.66","A","Official figure",""
"TCL","Crops and livestock products","703","Slovakia","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","0.03","A","Official figure",""
"TCL","Crops and livestock products","705","Slovenia","5610","Import Quantity","01344.02","Cherries","2022","2022","t","461.21","A","Official figure",""
"TCL","Crops and livestock products","705","Slovenia","5910","Export Quantity","01344.02","Cherries","2022","2022","t","20.18","A","Official figure",""
"TCL","Crops and livestock products","705","Slovenia","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","872.93","A","Official figure",""
"TCL","Crops and livestock products","705","Slovenia","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","727.36","A","Official figure",""
"TCL","Crops and livestock products","710","South Africa","5610","Import Quantity","01344.02","Cherries","2022","2022","t","90","A","Official figure",""
"TCL","Crops and livestock products","710","South Africa","5910","Export Quantity","01344.02","Cherries","2022","2022","t","968.62","A","Official figure",""
"TCL","Crops and livestock products","710","South Africa","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","26.93","A","Official figure",""
"TCL","Crops and livestock products","710","South Africa","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","216.47","A","Official figure",""
"TCL","Crops and livestock products","724","Spain","5610","Import Quantity","01344.02","Cherries","2022","2022","t","4640.94","A","Official figure",""
"TCL","Crops and livestock products","724","Spain","5910","Export Quantity","01344.02","Cherries","2022","2022","t","25588.23","A","Official figure",""
"TCL","Crops and livestock products","724","Spain","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","168.99","A","Official figure",""
"TCL","Crops and livestock products","724","Spain","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","1233.84","A","Official figure",""
"TCL","Crops and livestock products","144","Sri Lanka","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","3.19","A","Official figure",""
"TCL","Crops and livestock products","740","Suriname","5610","Import Quantity","01344.02","Cherries","2022","2022","t","12.16","A","Official figure",""
"TCL","Crops and livestock products","752","Sweden","5610","Import Quantity","01344.02","Cherries","2022","2022","t","2942.01","A","Official figure",""
"TCL","Crops and livestock products","752","Sweden","5910","Export Quantity","01344.02","Cherries","2022","2022","t","63.64","A","Official figure",""
"TCL","Crops and livestock products","752","Sweden","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","2.3","A","Official figure",""
"TCL","Crops and livestock products","752","Sweden","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","0","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import Quantity","01344.02","Cherries","2022","2022","t","2992.13","A","Official figure",""
"TCL","Crops and livestock products","756","Switzerland","5910","Export Quantity","01344.02","Cherries","2022","2022","t","7.02","I","Imputed value",""
"TCL","Crops and livestock products","756","Switzerland","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","8.87","A","Official figure",""
"TCL","Crops and livestock products","760","Syrian Arab Republic","5610","Import Quantity","01344.02","Cherries","2022","2022","t","1239.09","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","760","Syrian Arab Republic","5910","Export Quantity","01344.02","Cherries","2022","2022","t","4368","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","760","Syrian Arab Republic","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","2.5","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","760","Syrian Arab Republic","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","1461.28","I","Imputed value",""
"TCL","Crops and livestock products","762","Tajikistan","5910","Export Quantity","01344.02","Cherries","2022","2022","t","591.39","A","Official figure",""
"TCL","Crops and livestock products","762","Tajikistan","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","0.88","A","Official figure",""
"TCL","Crops and livestock products","764","Thailand","5610","Import Quantity","01344.02","Cherries","2022","2022","t","2216.93","A","Official figure",""
"TCL","Crops and livestock products","764","Thailand","5910","Export Quantity","01344.02","Cherries","2022","2022","t","21.03","A","Official figure",""
"TCL","Crops and livestock products","764","Thailand","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","9.7","A","Official figure",""
"TCL","Crops and livestock products","626","Timor-Leste","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","0.38","A","Official figure",""
"TCL","Crops and livestock products","776","Tonga","5610","Import Quantity","01344.02","Cherries","2022","2022","t","0.18","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","780","Trinidad and Tobago","5610","Import Quantity","01344.02","Cherries","2022","2022","t","205.13","A","Official figure",""
"TCL","Crops and livestock products","780","Trinidad and Tobago","5910","Export Quantity","01344.02","Cherries","2022","2022","t","0.02","A","Official figure",""
"TCL","Crops and livestock products","788","Tunisia","5910","Export Quantity","01344.02","Cherries","2022","2022","t","11.76","A","Official figure",""
"TCL","Crops and livestock products","792","Türkiye","5610","Import Quantity","01344.02","Cherries","2022","2022","t","0.77","A","Official figure",""
"TCL","Crops and livestock products","792","Türkiye","5910","Export Quantity","01344.02","Cherries","2022","2022","t","57290.43","A","Official figure",""
"TCL","Crops and livestock products","792","Türkiye","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","0.7","A","Official figure",""
"TCL","Crops and livestock products","792","Türkiye","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","624.9","A","Official figure",""
"TCL","Crops and livestock products","795","Turkmenistan","5610","Import Quantity","01344.02","Cherries","2022","2022","t","16.72","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","795","Turkmenistan","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","432.21","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","800","Uganda","5610","Import Quantity","01344.02","Cherries","2022","2022","t","2.4","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","800","Uganda","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","0.98","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","784","United Arab Emirates","5610","Import Quantity","01344.02","Cherries","2022","2022","t","2267.55","A","Official figure",""
"TCL","Crops and livestock products","784","United Arab Emirates","5910","Export Quantity","01344.02","Cherries","2022","2022","t","244.68","A","Official figure",""
"TCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","01344.02","Cherries","2022","2022","t","14895.05","A","Official figure",""
"TCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5910","Export Quantity","01344.02","Cherries","2022","2022","t","452.75","A","Official figure",""
"TCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","7.45","A","Official figure",""
"TCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","25.79","A","Official figure",""
"TCL","Crops and livestock products","834","United Republic of Tanzania","5610","Import Quantity","01344.02","Cherries","2022","2022","t","15.92","A","Official figure",""
"TCL","Crops and livestock products","834","United Republic of Tanzania","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","0.54","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01344.02","Cherries","2022","2022","t","24149.84","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01344.02","Cherries","2022","2022","t","41141.73","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","83.21","A","Official figure",""
"TCL","Crops and livestock products","840","United States of America","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","1220.45","A","Official figure",""
"TCL","Crops and livestock products","858","Uruguay","5610","Import Quantity","01344.02","Cherries","2022","2022","t","65.08","A","Official figure",""
"TCL","Crops and livestock products","858","Uruguay","5910","Export Quantity","01344.02","Cherries","2022","2022","t","0.02","A","Official figure",""
"TCL","Crops and livestock products","858","Uruguay","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","0.02","A","Official figure",""
"TCL","Crops and livestock products","860","Uzbekistan","5910","Export Quantity","01344.02","Cherries","2022","2022","t","25422.84","I","Imputed value",""
"TCL","Crops and livestock products","860","Uzbekistan","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","1004.34","A","Official figure",""
"TCL","Crops and livestock products","548","Vanuatu","5610","Import Quantity","01344.02","Cherries","2022","2022","t","0.89","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","548","Vanuatu","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","0.02","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5610","Import Quantity","01344.02","Cherries","2022","2022","t","60.15","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","4.14","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","0.01","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","704","Viet Nam","5610","Import Quantity","01344.02","Cherries","2022","2022","t","7370","A","Official figure",""
"TCL","Crops and livestock products","704","Viet Nam","5910","Export Quantity","01344.02","Cherries","2022","2022","t","16.01","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","704","Viet Nam","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","163.04","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","704","Viet Nam","5910","Export Quantity","01344.01","Sour cherries","2022","2022","t","0.07","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","887","Yemen","5610","Import Quantity","01344.02","Cherries","2022","2022","t","23.43","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","894","Zambia","5610","Import Quantity","01344.02","Cherries","2022","2022","t","8.21","A","Official figure",""
"TCL","Crops and livestock products","894","Zambia","5610","Import Quantity","01344.01","Sour cherries","2022","2022","t","2.13","A","Official figure",""
